"ticker","nombre","sector","grupo_comparacion","fy","ppe_bruto","dep_acumulada","ppe_neto","costos_totales","dep_amort_anual","capex","inversion_pct_activos","costo_operativo_sin_dya"
"FANG","Diamondback Energy","Oil & Gas","Oil & Gas",2013,NA,145837000,554242000,NA,15601000,NA,NA,NA
"FANG","Diamondback Energy","Oil & Gas","Oil & Gas",2014,NA,212236000,1446337000,NA,26273000,NA,NA,NA
"FANG","Diamondback Energy","Oil & Gas","Oil & Gas",2015,NA,382144000,2791807000,NA,66597000,NA,NA,NA
"FANG","Diamondback Energy","Oil & Gas","Oil & Gas",2016,NA,1413543000,2597625000,283048000,170005000,NA,NA,113043000
"FANG","Diamondback Energy","Oil & Gas","Oil & Gas",2017,NA,1836056000,3390857000,1187002000,217697000,NA,NA,969305000
"FANG","Diamondback Energy","Oil & Gas","Oil & Gas",2018,NA,2161372000,7343617000,595724000,178015000,NA,NA,417709000
"FANG","Diamondback Energy","Oil & Gas","Oil & Gas",2019,NA,2.774e+09,2.0372e+10,6e+08,3.27e+08,NA,NA,2.73e+08
"FANG","Diamondback Energy","Oil & Gas","Oil & Gas",2020,NA,5.003e+09,2.1835e+10,1.165e+09,6.23e+08,NA,NA,5.42e+08
"FANG","Diamondback Energy","Oil & Gas","Oil & Gas",2021,NA,1.2314e+10,1.6214e+10,3.269e+09,1.454e+09,NA,NA,1.815e+09
"FANG","Diamondback Energy","Oil & Gas","Oil & Gas",2022,NA,1.3545e+10,2.0619e+10,8.289e+09,1.311e+09,NA,NA,6.978e+09
"FANG","Diamondback Energy","Oil & Gas","Oil & Gas",2023,NA,1.4844e+10,2.3759e+10,2.796e+09,1.275e+09,NA,NA,1.521e+09
"FANG","Diamondback Energy","Oil & Gas","Oil & Gas",2024,NA,1.6429e+10,2.6674e+10,3.135e+09,1.344e+09,NA,NA,1.791e+09
"FANG","Diamondback Energy","Oil & Gas","Oil & Gas",2025,NA,1.9208e+10,6.4472e+10,3.842e+09,1.746e+09,NA,NA,2.096e+09
"HAL","Halliburton","Oil & Gas","Oil & Gas",2009,NA,4.566e+09,4.782e+09,1.1766e+10,NA,NA,NA,NA
"HAL","Halliburton","Oil & Gas","Oil & Gas",2010,1.0989e+10,5.23e+09,5.759e+09,1.4269e+10,NA,NA,NA,NA
"HAL","Halliburton","Oil & Gas","Oil & Gas",2011,1.2906e+10,6.064e+09,6.842e+09,1.2681e+10,9.31e+08,NA,NA,1.175e+10
"HAL","Halliburton","Oil & Gas","Oil & Gas",2012,1.5588e+10,7.096e+09,8.492e+09,1.4964e+10,1.119e+09,NA,NA,1.3845e+10
"HAL","Halliburton","Oil & Gas","Oil & Gas",2013,1.8313e+10,8.056e+09,1.0257e+10,2.0092e+10,1.359e+09,NA,NA,1.8733e+10
"HAL","Halliburton","Oil & Gas","Oil & Gas",2014,2.0802e+10,9.48e+09,1.1322e+10,2.4344e+10,1.628e+09,NA,NA,2.2716e+10
"HAL","Halliburton","Oil & Gas","Oil & Gas",2015,2.3482e+10,1.1007e+10,1.2475e+10,2.6264e+10,1.9e+09,NA,NA,2.4364e+10
"HAL","Halliburton","Oil & Gas","Oil & Gas",2016,2.3693e+10,1.1576e+10,1.2117e+10,2.7773e+10,2.126e+09,NA,NA,2.5647e+10
"HAL","Halliburton","Oil & Gas","Oil & Gas",2017,1.973e+10,1.1198e+10,8.532e+09,2.3798e+10,1.835e+09,NA,NA,2.1963e+10
"HAL","Halliburton","Oil & Gas","Oil & Gas",2018,2.077e+10,1.2249e+10,8.521e+09,2.2657e+10,1.503e+09,NA,NA,2.1154e+10
"HAL","Halliburton","Oil & Gas","Oil & Gas",2019,2.2026e+10,1.3153e+10,8.873e+09,1.9246e+10,1.556e+09,NA,NA,1.769e+10
"HAL","Halliburton","Oil & Gas","Oil & Gas",2020,1.994e+10,1.263e+10,7.31e+09,2.1528e+10,1.606e+09,NA,NA,1.9922e+10
"HAL","Halliburton","Oil & Gas","Oil & Gas",2021,1.5364e+10,1.1039e+10,4.325e+09,2.2856e+10,1.625e+09,NA,NA,2.1231e+10
"HAL","Halliburton","Oil & Gas","Oil & Gas",2022,1.5768e+10,1.1442e+10,4.326e+09,1.6881e+10,1.058e+09,NA,NA,1.5823e+10
"HAL","Halliburton","Oil & Gas","Oil & Gas",2023,1.6008e+10,1.166e+10,4.348e+09,1.3495e+10,9.04e+08,NA,NA,1.2591e+10
"HAL","Halliburton","Oil & Gas","Oil & Gas",2024,1.6964e+10,1.2064e+10,4.9e+09,1.759e+10,9.4e+08,NA,NA,1.665e+10
"HAL","Halliburton","Oil & Gas","Oil & Gas",2025,1.7574e+10,1.2461e+10,5.113e+09,1.8935e+10,9.98e+08,NA,NA,1.7937e+10
"KMI","Kinder Morgan","Oil & Gas","Oil & Gas",2011,NA,NA,17070700000,5.778e+09,1070200000,1324300000,NA,4707800000
"KMI","Kinder Morgan","Oil & Gas","Oil & Gas",2012,NA,-3.912e+09,1.7926e+10,6.719e+09,1.056e+09,1.006e+09,NA,5.663e+09
"KMI","Kinder Morgan","Oil & Gas","Oil & Gas",2013,NA,NA,3.0996e+10,6.52e+09,1.068e+09,1.2e+09,NA,5.452e+09
"KMI","Kinder Morgan","Oil & Gas","Oil & Gas",2014,NA,NA,3.5847e+10,7.38e+09,1.419e+09,2.022e+09,NA,5.961e+09
"KMI","Kinder Morgan","Oil & Gas","Oil & Gas",2015,NA,NA,3.8564e+10,1.008e+10,1.806e+09,3.369e+09,NA,8.274e+09
"KMI","Kinder Morgan","Oil & Gas","Oil & Gas",2016,NA,NA,4.0547e+10,1.1778e+10,2.04e+09,3.617e+09,NA,9.738e+09
"KMI","Kinder Morgan","Oil & Gas","Oil & Gas",2017,NA,NA,3.8705e+10,1.1956e+10,2.309e+09,3.896e+09,NA,9.647e+09
"KMI","Kinder Morgan","Oil & Gas","Oil & Gas",2018,NA,1.4175e+10,4.0155e+10,9.52e+09,2.209e+09,2.882e+09,NA,7.311e+09
"KMI","Kinder Morgan","Oil & Gas","Oil & Gas",2019,NA,1.5359e+10,3.7897e+10,1.0176e+10,2.261e+09,3.188e+09,NA,7.915e+09
"KMI","Kinder Morgan","Oil & Gas","Oil & Gas",2020,NA,1.695e+10,3.6419e+10,1.035e+10,2.297e+09,2.904e+09,NA,8.053e+09
"KMI","Kinder Morgan","Oil & Gas","Oil & Gas",2021,NA,1.7818e+10,3.5836e+10,8.336e+09,2.411e+09,2.27e+09,NA,5.925e+09
"KMI","Kinder Morgan","Oil & Gas","Oil & Gas",2022,NA,NA,3.5653e+10,1.014e+10,2.164e+09,1.707e+09,NA,7.976e+09
"KMI","Kinder Morgan","Oil & Gas","Oil & Gas",2023,NA,NA,3.5599e+10,1.3694e+10,2.135e+09,1.281e+09,NA,1.1559e+10
"KMI","Kinder Morgan","Oil & Gas","Oil & Gas",2024,NA,NA,3.7297e+10,1.5135e+10,2.186e+09,1.621e+09,NA,1.2949e+10
"KMI","Kinder Morgan","Oil & Gas","Oil & Gas",2025,NA,NA,3.8013e+10,1.1071e+10,2.25e+09,2.317e+09,NA,8.821e+09
"LNG","Cheniere Energy","Oil & Gas","Oil & Gas",2012,NA,NA,2107129000,NA,63251000,NA,NA,NA
"LNG","Cheniere Energy","Oil & Gas","Oil & Gas",2013,NA,NA,3282305000,NA,63405000,NA,NA,NA
"LNG","Cheniere Energy","Oil & Gas","Oil & Gas",2014,NA,NA,6454399000,NA,NA,1117956000,NA,NA
"LNG","Cheniere Energy","Oil & Gas","Oil & Gas",2015,NA,NA,9246753000,NA,61209000,3114343000,NA,NA
"LNG","Cheniere Energy","Oil & Gas","Oil & Gas",2016,NA,NA,16193907000,NA,64258000,2829558000,NA,NA
"LNG","Cheniere Energy","Oil & Gas","Oil & Gas",2017,NA,NA,2.0635e+10,NA,8.3e+07,6.853e+09,NA,NA
"LNG","Cheniere Energy","Oil & Gas","Oil & Gas",2018,NA,NA,2.3978e+10,NA,1.74e+08,4.356e+09,NA,NA
"LNG","Cheniere Energy","Oil & Gas","Oil & Gas",2019,NA,NA,2.7245e+10,NA,3.56e+08,3.357e+09,NA,NA
"LNG","Cheniere Energy","Oil & Gas","Oil & Gas",2020,NA,NA,2.9673e+10,5.963e+09,4.49e+08,3.643e+09,NA,5.514e+09
"LNG","Cheniere Energy","Oil & Gas","Oil & Gas",2021,NA,NA,3.0421e+10,7.369e+09,7.94e+08,3.056e+09,NA,6.575e+09
"LNG","Cheniere Energy","Oil & Gas","Oil & Gas",2022,NA,NA,3.0288e+10,6.727e+09,9.32e+08,1.839e+09,NA,5.795e+09
"LNG","Cheniere Energy","Oil & Gas","Oil & Gas",2023,NA,NA,3.1528e+10,1.6565e+10,1.011e+09,9.66e+08,NA,1.5554e+10
"LNG","Cheniere Energy","Oil & Gas","Oil & Gas",2024,NA,NA,3.2456e+10,2.8869e+10,1.119e+09,1.83e+09,NA,2.775e+10
"LNG","Cheniere Energy","Oil & Gas","Oil & Gas",2025,NA,NA,3.3552e+10,4.905e+09,1.196e+09,2.121e+09,NA,3.709e+09
"MPC","Marathon Petroleum","Oil & Gas","Oil & Gas",2011,1.6624e+10,4.9e+09,1.1724e+10,4.4985e+10,6.7e+08,2.891e+09,0.173905197305101,4.4315e+10
"MPC","Marathon Petroleum","Oil & Gas","Oil & Gas",2012,1.8073e+10,5.845e+09,1.2228e+10,6.1594e+10,9.41e+08,1.217e+09,0.0673380180379572,6.0653e+10
"MPC","Marathon Petroleum","Oil & Gas","Oil & Gas",2013,1.9409e+10,6.766e+09,1.2643e+10,7.5014e+10,8.91e+08,1.185e+09,0.0610541501365346,7.4123e+10
"MPC","Marathon Petroleum","Oil & Gas","Oil & Gas",2014,2.1793e+10,7.872e+09,1.3921e+10,7.7145e+10,9.95e+08,1.369e+09,0.0628183361629881,7.615e+10
"MPC","Marathon Petroleum","Oil & Gas","Oil & Gas",2015,2.5302e+10,9.041e+09,1.6261e+10,9.6829e+10,1.22e+09,1.206e+09,0.0476642162674887,9.5609e+10
"MPC","Marathon Petroleum","Oil & Gas","Oil & Gas",2016,3.5604e+10,1.044e+10,2.5164e+10,9.4051e+10,1.326e+09,1.48e+09,0.0415683631052691,9.2725e+10
"MPC","Marathon Petroleum","Oil & Gas","Oil & Gas",2017,3.8006e+10,1.2241e+10,2.5765e+10,6.7566e+10,1.502e+09,1.998e+09,0.0525706467399884,6.6064e+10
"MPC","Marathon Petroleum","Oil & Gas","Oil & Gas",2018,4.0538e+10,1.4095e+10,2.6443e+10,6.0978e+10,2.001e+09,2.892e+09,0.0713404706694953,5.8977e+10
"MPC","Marathon Petroleum","Oil & Gas","Oil & Gas",2019,6.1213e+10,1.6155e+10,4.5058e+10,7.1351e+10,2.114e+09,2.732e+09,0.0446310424256285,6.9237e+10
"MPC","Marathon Petroleum","Oil & Gas","Oil & Gas",2020,5.7586e+10,1.6716e+10,4.087e+10,8.1899e+10,2.17e+09,3.179e+09,0.0552043899558921,7.9729e+10
"MPC","Marathon Petroleum","Oil & Gas","Oil & Gas",2021,NA,NA,NA,1.07403e+11,3.225e+09,4.81e+09,NA,1.04178e+11
"MPC","Marathon Petroleum","Oil & Gas","Oil & Gas",2022,NA,NA,NA,8.1279e+10,3.375e+09,2.787e+09,NA,7.7904e+10
"MPC","Marathon Petroleum","Oil & Gas","Oil & Gas",2023,NA,NA,NA,1.1663e+11,3.364e+09,1.464e+09,NA,1.13266e+11
"MPC","Marathon Petroleum","Oil & Gas","Oil & Gas",2024,NA,NA,NA,1.58483e+11,3.215e+09,2.42e+09,NA,1.55268e+11
"MPC","Marathon Petroleum","Oil & Gas","Oil & Gas",2025,NA,NA,NA,1.35793e+11,3.307e+09,1.89e+09,NA,1.32486e+11
"OKE","ONEOK","Oil & Gas","Oil & Gas",2009,9476619000,2212850000,7263769000,NA,227964000,883703000,0.0932508735446682,NA
"OKE","ONEOK","Oil & Gas","Oil & Gas",2010,10145800000,2352142000,7793658000,NA,243927000,1473136000,0.145196633089554,NA
"OKE","ONEOK","Oil & Gas","Oil & Gas",2011,9853821000,2540873000,7312948000,NA,288923000,791245000,0.0802982924085997,NA
"OKE","ONEOK","Oil & Gas","Oil & Gas",2012,11177934000,2733601000,8444333000,NA,307224000,582748000,0.0521337842932334,NA
"OKE","ONEOK","Oil & Gas","Oil & Gas",2013,13088991000,2974651000,10114340000,NA,312160000,1336067000,0.102075629817455,NA
"OKE","ONEOK","Oil & Gas","Oil & Gas",2014,10970256000,1738302000,9231954000,NA,205334000,1866153000,0.170110250845559,NA
"OKE","ONEOK","Oil & Gas","Oil & Gas",2015,13602647000,1940210000,11662437000,NA,239343000,2256585000,0.165893079486662,NA
"OKE","ONEOK","Oil & Gas","Oil & Gas",2016,14530460000,2156471000,12373989000,NA,294684000,1779150000,0.122442785706715,NA
"OKE","ONEOK","Oil & Gas","Oil & Gas",2017,15078497000,2507094000,12571403000,NA,354620000,1188312000,0.0788083852123988,NA
"OKE","ONEOK","Oil & Gas","Oil & Gas",2018,15559667000,2861541000,12698126000,NA,391585000,624634000,0.0401444323969144,NA
"OKE","ONEOK","Oil & Gas","Oil & Gas",2019,18030963000,3264312000,14766651000,NA,406335000,512393000,0.0284173951219355,NA
"OKE","ONEOK","Oil & Gas","Oil & Gas",2020,22051492000,3702807000,18348685000,NA,428557000,2141475000,0.0971124765616766,NA
"OKE","ONEOK","Oil & Gas","Oil & Gas",2021,23072935000,3918007000,19154928000,NA,476535000,3848349000,0.166790614197977,NA
"OKE","ONEOK","Oil & Gas","Oil & Gas",2022,23820539000,4500665000,19319874000,NA,578662000,2195381000,0.0921633637257327,NA
"OKE","ONEOK","Oil & Gas","Oil & Gas",2023,2.5015e+10,5.063e+09,1.9952e+10,NA,6.22e+08,6.97e+08,0.0278632820307815,NA
"OKE","ONEOK","Oil & Gas","Oil & Gas",2024,3.8454e+10,5.757e+09,3.2697e+10,NA,6.26e+08,1.202e+09,0.0312581265928122,NA
"OKE","ONEOK","Oil & Gas","Oil & Gas",2025,5.2274e+10,6.339e+09,4.5935e+10,NA,7.69e+08,1.595e+09,0.0305123005700731,NA
"OXY","Occidental Petroleum","Oil & Gas","Oil & Gas",2009,4.8728e+10,1.6462e+10,NA,NA,2.379e+09,3.36e+09,0.0689541947135117,NA
"OXY","Occidental Petroleum","Oil & Gas","Oil & Gas",2010,4.8811e+10,1.7674e+10,2.95e+10,NA,2.396e+09,4.126e+09,0.0845301264059331,NA
"OXY","Occidental Petroleum","Oil & Gas","Oil & Gas",2011,5.6957e+10,2.0421e+10,3.1137e+10,NA,2.687e+09,3.245e+09,0.0569728040451569,NA
"OXY","Occidental Petroleum","Oil & Gas","Oil & Gas",2012,6.9371e+10,2.3687e+10,3.6536e+10,NA,3.153e+09,3.94e+09,0.0567960675210102,NA
"OXY","Occidental Petroleum","Oil & Gas","Oil & Gas",2013,8.0096e+10,2.8032e+10,4.5684e+10,NA,3.591e+09,7.518e+09,0.0938623651618058,NA
"OXY","Occidental Petroleum","Oil & Gas","Oil & Gas",2014,8.9052e+10,3.3231e+10,5.2064e+10,NA,3.585e+09,7.874e+09,0.0884202488433724,NA
"OXY","Occidental Petroleum","Oil & Gas","Oil & Gas",2015,7.4515e+10,3.4785e+10,5.5821e+10,NA,4.203e+09,7.357e+09,0.098731798966651,NA
"OXY","Occidental Petroleum","Oil & Gas","Oil & Gas",2016,7.1058e+10,3.9419e+10,3.973e+10,NA,4.261e+09,8.93e+09,0.125671986264741,NA
"OXY","Occidental Petroleum","Oil & Gas","Oil & Gas",2017,7.1293e+10,3.8956e+10,3.1639e+10,NA,4.544e+09,5.272e+09,0.0739483539758462,NA
"OXY","Occidental Petroleum","Oil & Gas","Oil & Gas",2018,7.0246e+10,3.9072e+10,3.2337e+10,NA,4.268e+09,2.717e+09,0.0386783589101159,NA
"OXY","Occidental Petroleum","Oil & Gas","Oil & Gas",2019,7.442e+10,4.2983e+10,3.1174e+10,NA,4.002e+09,3.599e+09,0.0483606557377049,NA
"OXY","Occidental Petroleum","Oil & Gas","Oil & Gas",2020,NA,NA,NA,NA,3.977e+09,4.975e+09,NA,NA
"OXY","Occidental Petroleum","Oil & Gas","Oil & Gas",2021,NA,NA,NA,NA,6.14e+09,6.367e+09,NA,NA
"OXY","Occidental Petroleum","Oil & Gas","Oil & Gas",2022,NA,NA,NA,NA,8.097e+09,2.535e+09,NA,NA
"OXY","Occidental Petroleum","Oil & Gas","Oil & Gas",2023,NA,NA,NA,NA,8.447e+09,2.87e+09,NA,NA
"OXY","Occidental Petroleum","Oil & Gas","Oil & Gas",2024,NA,NA,NA,NA,6.926e+09,4.497e+09,NA,NA
"OXY","Occidental Petroleum","Oil & Gas","Oil & Gas",2025,NA,NA,NA,NA,6.449e+09,5.696e+09,NA,NA
"PSX","Phillips 66","Oil & Gas","Oil & Gas",2012,2.3156e+10,8.385e+09,1.4771e+10,NA,NA,NA,NA,NA
"PSX","Phillips 66","Oil & Gas","Oil & Gas",2013,2.3829e+10,8.422e+09,1.5407e+10,NA,NA,NA,NA,NA
"PSX","Phillips 66","Oil & Gas","Oil & Gas",2014,2.4426e+10,9.028e+09,1.5398e+10,NA,NA,NA,NA,NA
"PSX","Phillips 66","Oil & Gas","Oil & Gas",2015,2.7145e+10,9.799e+09,1.7346e+10,NA,NA,NA,NA,NA
"PSX","Phillips 66","Oil & Gas","Oil & Gas",2016,3.031e+10,1.0589e+10,1.9721e+10,NA,NA,NA,NA,NA
"PSX","Phillips 66","Oil & Gas","Oil & Gas",2017,3.1989e+10,1.1134e+10,2.0855e+10,NA,NA,NA,NA,NA
"PSX","Phillips 66","Oil & Gas","Oil & Gas",2018,3.3742e+10,1.2282e+10,2.146e+10,NA,NA,NA,NA,NA
"PSX","Phillips 66","Oil & Gas","Oil & Gas",2019,3.5197e+10,1.3179e+10,2.2018e+10,NA,NA,NA,NA,NA
"PSX","Phillips 66","Oil & Gas","Oil & Gas",2020,NA,NA,NA,NA,1.356e+09,NA,NA,NA
"PSX","Phillips 66","Oil & Gas","Oil & Gas",2021,NA,NA,NA,NA,1.341e+09,NA,NA,NA
"PSX","Phillips 66","Oil & Gas","Oil & Gas",2022,NA,NA,NA,NA,1.395e+09,NA,NA,NA
"PSX","Phillips 66","Oil & Gas","Oil & Gas",2023,NA,NA,NA,NA,1.605e+09,NA,NA,NA
"PSX","Phillips 66","Oil & Gas","Oil & Gas",2024,NA,NA,NA,NA,1.629e+09,NA,NA,NA
"PSX","Phillips 66","Oil & Gas","Oil & Gas",2025,NA,NA,NA,NA,1.977e+09,NA,NA,NA
"SLB","SLB (ex-Schlumberger)","Oil & Gas","Oil & Gas",2009,NA,NA,9.69e+09,NA,1.954e+09,2.931e+09,NA,NA
"SLB","SLB (ex-Schlumberger)","Oil & Gas","Oil & Gas",2010,2.1505e+10,1.1845e+10,9.66e+09,NA,2.269e+09,3.723e+09,0.173122529644269,NA
"SLB","SLB (ex-Schlumberger)","Oil & Gas","Oil & Gas",2011,2.6679e+10,1.4608e+10,NA,NA,2.476e+09,2.395e+09,0.0897709809213239,NA
"SLB","SLB (ex-Schlumberger)","Oil & Gas","Oil & Gas",2012,2.9551e+10,1.6558e+10,1.2071e+10,NA,2.757e+09,2.912e+09,0.0985415045176136,NA
"SLB","SLB (ex-Schlumberger)","Oil & Gas","Oil & Gas",2013,3.3168e+10,1.8388e+10,1.2993e+10,NA,3.274e+09,4.004e+09,0.120718765074771,NA
"SLB","SLB (ex-Schlumberger)","Oil & Gas","Oil & Gas",2014,3.5164e+10,2.0068e+10,1.478e+10,NA,3.647e+09,4.694e+09,0.13348879535889,NA
"SLB","SLB (ex-Schlumberger)","Oil & Gas","Oil & Gas",2015,3.6964e+10,2.1568e+10,1.5096e+10,NA,3.879e+09,3.943e+09,0.106671355913862,NA
"SLB","SLB (ex-Schlumberger)","Oil & Gas","Oil & Gas",2016,3.712e+10,2.3705e+10,1.5396e+10,NA,4.094e+09,3.976e+09,0.107112068965517,NA
"SLB","SLB (ex-Schlumberger)","Oil & Gas","Oil & Gas",2017,4.0008e+10,2.7187e+10,1.3415e+10,NA,4.078e+09,2.41e+09,0.0602379524095181,NA
"SLB","SLB (ex-Schlumberger)","Oil & Gas","Oil & Gas",2018,3.7813e+10,2.6237e+10,1.1576e+10,NA,4.094e+09,2.055e+09,0.0543463888080819,NA
"SLB","SLB (ex-Schlumberger)","Oil & Gas","Oil & Gas",2019,3.8664e+10,2.6985e+10,1.1679e+10,NA,3.837e+09,2.107e+09,0.0544951375956963,NA
"SLB","SLB (ex-Schlumberger)","Oil & Gas","Oil & Gas",2020,3.5009e+10,2.5739e+10,9.27e+09,NA,3.556e+09,2.16e+09,0.0616984204061813,NA
"SLB","SLB (ex-Schlumberger)","Oil & Gas","Oil & Gas",2021,2.9744e+10,2.2918e+10,6.826e+09,NA,3.589e+09,1.724e+09,0.057961269499731,NA
"SLB","SLB (ex-Schlumberger)","Oil & Gas","Oil & Gas",2022,2.9077e+10,2.2648e+10,6.429e+09,NA,2.566e+09,1.116e+09,0.0383808508443099,NA
"SLB","SLB (ex-Schlumberger)","Oil & Gas","Oil & Gas",2023,2.8386e+10,2.1779e+10,6.607e+09,NA,2.12e+09,1.141e+09,0.0401958712041147,NA
"SLB","SLB (ex-Schlumberger)","Oil & Gas","Oil & Gas",2024,2.9965e+10,2.2725e+10,NA,NA,2.147e+09,1.618e+09,0.053996329050559,NA
"SLB","SLB (ex-Schlumberger)","Oil & Gas","Oil & Gas",2025,2.9573e+10,2.2214e+10,7.24e+09,NA,2.312e+09,1.939e+09,0.0655665640956278,NA
"TRGP","Targa Resources","Oil & Gas","Oil & Gas",2012,3821100000,1001600000,2819500000,NA,185500000,139300000,0.0364554709376881,NA
"TRGP","Targa Resources","Oil & Gas","Oil & Gas",2013,4.708e+09,1.17e+09,3.538e+09,NA,1.81e+08,331900000,0.0704970263381478,NA
"TRGP","Targa Resources","Oil & Gas","Oil & Gas",2014,5758400000,1408500000,4349900000,NA,197600000,582700000,0.101191303139761,NA
"TRGP","Targa Resources","Oil & Gas","Oil & Gas",2015,6521100000,1696500000,4824600000,NA,271900000,1013600000,0.155433899188787,NA
"TRGP","Targa Resources","Oil & Gas","Oil & Gas",2016,11935100000,2232400000,9702700000,NA,3.51e+08,762200000,0.0638620539417349,NA
"TRGP","Targa Resources","Oil & Gas","Oil & Gas",2017,12518700000,2827700000,9.691e+09,NA,644500000,817200000,0.0652783435979774,NA
"TRGP","Targa Resources","Oil & Gas","Oil & Gas",2018,14205400000,3775400000,1.043e+10,NA,757700000,562100000,0.0395694595013164,NA
"TRGP","Targa Resources","Oil & Gas","Oil & Gas",2019,17220700000,4292300000,12928400000,NA,809500000,1297500000,0.0753453692358615,NA
"TRGP","Targa Resources","Oil & Gas","Oil & Gas",2020,19876800000,5328300000,14548500000,NA,815900000,3114800000,0.156705304676809,NA
"TRGP","Targa Resources","Oil & Gas","Oil & Gas",2021,2.0185e+10,8011400000,12173600000,NA,971600000,2877800000,0.14257121624969,NA
"TRGP","Targa Resources","Oil & Gas","Oil & Gas",2023,23913200000,9698600000,14214600000,NA,870600000,505100000,0.0211222253817975,NA
"TRGP","Targa Resources","Oil & Gas","Oil & Gas",2024,26265200000,10458800000,15806400000,NA,1.096e+09,1334300000,0.0508010599576626,NA
"TRGP","Targa Resources","Oil & Gas","Oil & Gas",2025,29559400000,11496700000,18062700000,NA,1329600000,2385400000,0.0806985256804942,NA
"VLO","Valero Energy","Oil & Gas","Oil & Gas",2009,2.6119e+10,4.698e+09,2.1421e+10,8.3357e+10,1.244e+09,NA,NA,8.2113e+10
"VLO","Valero Energy","Oil & Gas","Oil & Gas",2010,2.6885e+10,5.27e+09,2.1615e+10,NA,NA,NA,NA,NA
"VLO","Valero Energy","Oil & Gas","Oil & Gas",2011,2.8921e+10,6.252e+09,2.2669e+10,6.4516e+10,1.361e+09,NA,NA,6.3155e+10
"VLO","Valero Energy","Oil & Gas","Oil & Gas",2012,3.2253e+10,7.076e+09,2.5177e+10,8.0357e+10,1.405e+09,NA,NA,7.8952e+10
"VLO","Valero Energy","Oil & Gas","Oil & Gas",2013,3.4132e+10,7.832e+09,2.63e+10,1.22307e+11,1.534e+09,2.355e+09,0.068996835813899,1.20773e+11
"VLO","Valero Energy","Oil & Gas","Oil & Gas",2014,3.3933e+10,8.226e+09,2.5707e+10,1.33349e+11,1.574e+09,2.931e+09,0.0863760940677217,1.31775e+11
"VLO","Valero Energy","Oil & Gas","Oil & Gas",2015,3.5933e+10,9.198e+09,2.6735e+10,1.34117e+11,1.72e+09,2.121e+09,0.0590265215818329,1.32397e+11
"VLO","Valero Energy","Oil & Gas","Oil & Gas",2016,3.6907e+10,1.0204e+10,2.6703e+10,1.24942e+11,NA,2.153e+09,0.0583358170536755,NA
"VLO","Valero Energy","Oil & Gas","Oil & Gas",2017,3.7733e+10,1.1261e+10,2.6472e+10,NA,NA,1.618e+09,0.0428802374579281,NA
"VLO","Valero Energy","Oil & Gas","Oil & Gas",2018,4.001e+10,1.253e+10,2.748e+10,NA,NA,NA,NA,NA
"VLO","Valero Energy","Oil & Gas","Oil & Gas",2019,4.2473e+10,1.3625e+10,2.8848e+10,NA,NA,NA,NA,NA
"WMB","Williams Companies","Oil & Gas","Oil & Gas",2009,NA,NA,1.7741e+10,NA,1.082e+09,NA,NA,NA
"WMB","Williams Companies","Oil & Gas","Oil & Gas",2010,2.7625e+10,-8.981e+09,1.8644e+10,NA,1.31e+09,NA,NA,NA
"WMB","Williams Companies","Oil & Gas","Oil & Gas",2011,1.7795e+10,6.041e+09,1.1754e+10,NA,1.469e+09,NA,NA,NA
"WMB","Williams Companies","Oil & Gas","Oil & Gas",2012,1.9082e+10,6.502e+09,1.258e+10,5.231e+09,1.507e+09,NA,NA,3.724e+09
"WMB","Williams Companies","Oil & Gas","Oil & Gas",2013,2.2546e+10,7.079e+09,1.5467e+10,6.063e+09,6.61e+08,2.796e+09,0.124013128714628,5.402e+09
"WMB","Williams Companies","Oil & Gas","Oil & Gas",2014,2.5823e+10,7.613e+09,1.821e+10,5.874e+09,7.56e+08,2.529e+09,0.0979359485729776,5.118e+09
"WMB","Williams Companies","Oil & Gas","Oil & Gas",2015,3.6435e+10,8.354e+09,2.8081e+10,5.485e+09,8.15e+08,3.572e+09,0.09803760120763,4.67e+09
"WMB","Williams Companies","Oil & Gas","Oil & Gas",2016,3.9039e+10,9.46e+09,2.9579e+10,6.068e+09,1.176e+09,4.031e+09,0.103255718640334,4.892e+09
"WMB","Williams Companies","Oil & Gas","Oil & Gas",2017,3.8912e+10,1.0484e+10,2.8428e+10,7.134e+09,1.738e+09,3.167e+09,0.0813887746710526,5.396e+09
"WMB","Williams Companies","Oil & Gas","Oil & Gas",2018,3.9513e+10,1.1302e+10,2.8211e+10,6.81e+09,1.763e+09,2.051e+09,0.0519069673272088,5.047e+09
"WMB","Williams Companies","Oil & Gas","Oil & Gas",2019,3.8661e+10,1.1157e+10,2.7504e+10,7.104e+09,1.736e+09,2.399e+09,0.0620521973047774,5.368e+09
"WMB","Williams Companies","Oil & Gas","Oil & Gas",2020,4.151e+10,1.231e+10,2.92e+10,7.918e+09,1.725e+09,3.256e+09,0.0784389303782221,6.193e+09
"WMB","Williams Companies","Oil & Gas","Oil & Gas",2021,4.2489e+10,1.356e+10,2.8929e+10,6.28e+09,1.714e+09,2.109e+09,0.0496363764739109,4.566e+09
"WMB","Williams Companies","Oil & Gas","Oil & Gas",2022,4.4184e+10,1.4926e+10,2.9258e+10,5.517e+09,1.721e+09,1.239e+09,0.028041825095057,3.796e+09
"WMB","Williams Companies","Oil & Gas","Oil & Gas",2023,4.7057e+10,1.6168e+10,3.0889e+10,7.996e+09,1.842e+09,1.239e+09,0.0263297702785983,6.154e+09
